interaction_id,disease_id,molecule_a,molecule_b,identifier_a,identifier_b,species_a,species_b,host_organism,positive_interaction,detection_method,interaction_type,confidence_value
1260,2,DNM1L,ATAD3A,UniProtO00429,UniProtQ9NVI7-2,Homo sapiens,Homo sapiens,In vitro,1,pull down,direct interaction,0.65
1261,2,DNM1L,ATAD3A,UniProtO00429,UniProtQ9NVI7-2,Homo sapiens,Homo sapiens,In vitro,1,pull down,direct interaction,0.65
1262,2,HTT,SQSTM1,UniProtP42858,UniProtQ13501,Homo sapiens,Homo sapiens,Homo sapiens neuron,1,anti tag coip,association,0.65
1263,2,ATG5,WDFY3,UniProtQ9H1Y0,UniProtQ8IZQ1,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.63
1264,2,CRMP1,VIM,UniProtQ14194,UniProtP08670,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.63
1265,2,GADD45G,UTP14A,UniProtO95257,UniProtQ9BVJ6,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.63
1266,2,Hap1,YWHAZ,UniProtP54256-2,UniProtP63104,Rattus norvegicus (Rat),Homo sapiens,In vitro,1,fluorescence spectr,direct interaction,0.62
1267,2,YWHAZ,Hap1,UniProtP63104,UniProtP54256-2,Homo sapiens,Rattus norvegicus (Rat),In vitro,1,pull down,physical association,0.62
1268,2,DNM1L,DNM1L,UniProtO00429,UniProtO00429,Homo sapiens,Homo sapiens,In vitro,1,pull down,direct interaction,0.61
1269,2,FGD4,pi3p,UniProtQ96M96,ChEBICHEBI:17283,Homo sapiens,Chemical synthesis (Chemical synthesis),In vitro,1,filter binding,direct interaction,0.6
1270,2,GIT1,HTT,UniProtQ9Y2X7,UniProtP42858,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.6
1271,2,GIT1,HTT,UniProtQ9Y2X7,UniProtP42858,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,imaging technique,colocalization,0.6
1272,2,HGS,pi3p,UniProtO14964,ChEBICHEBI:17283,Homo sapiens,Chemical synthesis (Chemical synthesis),In vitro,1,filter binding,direct interaction,0.6
1273,2,HTT,GIT1,UniProtP42858,UniProtQ9Y2X7,Homo sapiens,Homo sapiens,Homo sapiens brain,1,coip,physical association,0.6
1274,2,HTT,GIT1,UniProtP42858,UniProtQ9Y2X7,Homo sapiens,Homo sapiens,Rattus norvegicus PC12 cells,1,imaging technique,colocalization,0.6
1275,2,pi3p,FGD4,ChEBICHEBI:17283,UniProtQ96M96,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.6
1276,2,pi3p,FGD4,ChEBICHEBI:17283,UniProtQ96M96,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.6
1277,2,pi3p,FGD4,ChEBICHEBI:17283,UniProtQ96M96,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,spr,direct interaction,0.6
1278,2,pi3p,HGS,ChEBICHEBI:17283,UniProtO14964,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.6
1279,2,pi3p,HGS,ChEBICHEBI:17283,UniProtO14964,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.6
1280,2,pi3p,HGS,ChEBICHEBI:17283,UniProtO14964,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,spr,direct interaction,0.6
1281,2,pi3p,SGK3,ChEBICHEBI:17283,UniProtQ96BR1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.6
1282,2,pi3p,SGK3,ChEBICHEBI:17283,UniProtQ96BR1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.6
1283,2,pi3p,SGK3,ChEBICHEBI:17283,UniProtQ96BR1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,spr,direct interaction,0.6
1284,2,pi3p,SNX1,ChEBICHEBI:17283,UniProtQ13596,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,filter binding,direct interaction,0.6
1285,2,pi3p,SNX1,ChEBICHEBI:17283,UniProtQ13596,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.6
1286,2,pi3p,SNX1,ChEBICHEBI:17283,UniProtQ13596,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.6
1287,2,pi3p,SNX1,ChEBICHEBI:17283,UniProtQ13596,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,spr,direct interaction,0.6
1288,2,pi3p,ZFYVE1,ChEBICHEBI:17283,UniProtQ9HBF4,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.6
1289,2,SGK3,pi3p,UniProtQ96BR1,ChEBICHEBI:17283,Homo sapiens,Chemical synthesis (Chemical synthesis),In vitro,1,filter binding,direct interaction,0.6
1290,2,ZFYVE1,pi3p,UniProtQ9HBF4,ChEBICHEBI:17283,Homo sapiens,Chemical synthesis (Chemical synthesis),In vitro,1,filter binding,direct interaction,0.6
1291,2,ZFYVE1,pi3p,UniProtQ9HBF4,ChEBICHEBI:17283,Homo sapiens,Chemical synthesis (Chemical synthesis),In vitro,1,spr,direct interaction,0.6
1292,2,CYTH3,"1-phosphatidyl-1d-myo-inositol 3,4,5-trisphosphate",UniProtO43739,ChEBICHEBI:16618,Homo sapiens,Chemical synthesis (Chemical synthesis),In vitro,1,filter binding,direct interaction,0.59
1293,2,PACSIN1,HTT,UniProtQ9BY11,UniProtP42858,Homo sapiens,Homo sapiens,In vitro,1,pull down,direct interaction,0.59
1294,2,pi3p,APPL2,ChEBICHEBI:17283,UniProtQ8NEU8,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.59
1295,2,pi3p,OSBPL11,ChEBICHEBI:17283,UniProtQ9BXB4,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.59
1296,2,TP53,SIN3A,UniProtP04637,UniProtQ96ST3,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.59
1297,2,APP,LRPPRC,UniProtP05067,UniProtP42704,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,association,0.58
1298,2,HTT,WDFY3,UniProtP42858,UniProtQ8IZQ1,Homo sapiens,Homo sapiens,Homo sapiens neuron,1,anti tag coip,association,0.58
1299,2,HTT,WDFY3,UniProtP42858,UniProtQ8IZQ1,Homo sapiens,Homo sapiens,Rattus norvegicus brain cortex,1,confocal microscopy,colocalization,0.58
1300,2,LRPPRC,APP,UniProtP42704,UniProtP05067,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,pla,proximity,0.58
1301,2,HTT,CREBBP,UniProtP42858,UniProtQ92793,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.57
1302,2,pi3p,OSBPL10,ChEBICHEBI:17283,UniProtQ9BXB5,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.56
1303,2,ATAD3A,ATAD3A,UniProtQ9NVI7-2,UniProtQ9NVI7-2,Homo sapiens,Homo sapiens,In vitro,1,comigration in gel,direct interaction,0.54
1304,2,HTT,SNCA,UniProtP42858,UniProtP37840,Homo sapiens,Homo sapiens,In vitro,1,comig non denat gel,physical association,0.54
1305,2,HTT,SNCA,UniProtP42858,UniProtP37840,Homo sapiens,Homo sapiens,Homo sapiens H4 neurogioma cell,1,fluorescence imaging,colocalization,0.54
1306,2,SNCA,HTT,UniProtP37840,UniProtP42858,Homo sapiens,Homo sapiens,Homo sapiens H4 neurogioma cell,1,bifc,physical association,0.54
1307,2,DNM1L,CKMT1A,UniProtO00429,UniProtP12532,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.53
1308,2,HTT,DDB1,UniProtP42858,UniProtQ16531,Homo sapiens,Homo sapiens,In vitro,1,pull down,association,0.53
1309,2,OPTN,RAB8A,UniProtQ96CV9,UniProtP61007,Homo sapiens,Canis familiaris (dog),In vitro,1,pull down,direct interaction,0.53
1310,2,HIP1,Apaf1,UniProtO00291,UniProtQ9EPV5,Homo sapiens,Rattus norvegicus (Rat),In vitro,1,pull down,physical association,0.52
1311,2,HMGB1,HTT,UniProtP09429,UniProtP42858,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,physical association,0.52
1312,2,HMGB1,HTT,UniProtP09429,UniProtP42858,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti tag coip,physical association,0.52
1313,2,HMGB1,HTT,UniProtP09429,UniProtP42858,Homo sapiens,Homo sapiens,Mus musculus neuronal cell,1,anti tag coip,physical association,0.52
1314,2,HMGB1,HTT,UniProtP09429,UniProtP42858,Homo sapiens,Homo sapiens,Mus musculus neuronal cell,1,confocal microscopy,colocalization,0.52
1315,2,HMGB1,HTT,UniProtP09429,UniProtP42858,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,confocal microscopy,colocalization,0.52
1316,2,HMGB1,HTT,UniProtP09429,UniProtP42858,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,confocal microscopy,colocalization,0.52
1317,2,HMGB1,HTT,UniProtP09429,UniProtP42858,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,confocal microscopy,colocalization,0.52
1318,2,HMGB1,HTT,UniProtP09429,UniProtP42858,Homo sapiens,Homo sapiens,Mus musculus neuronal cell,1,confocal microscopy,colocalization,0.52
1319,2,HMGB1,HTT,UniProtP09429,UniProtP42858,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,pla,proximity,0.52
1320,2,HTT,HMGB1,UniProtP42858,UniProtP09429,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,confocal microscopy,colocalization,0.52
1321,2,Itpr1,HTT,UniProtP29994,UniProtP42858,Rattus norvegicus (Rat),Homo sapiens,In vitro,1,pull down,physical association,0.52
1322,2,NIBAN2,pi3p,UniProtQ96TA1,ChEBICHEBI:17283,Homo sapiens,Chemical synthesis (Chemical synthesis),In vitro,1,spr,direct interaction,0.52
1323,2,pi3p,NIBAN2,ChEBICHEBI:17283,UniProtQ96TA1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.52
1324,2,pi3p,NIBAN2,ChEBICHEBI:17283,UniProtQ96TA1,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,pull down,association,0.52
1325,2,AKAP8L,Prpf40a,UniProtQ9ULX6,UniProtQ9R1C7,Homo sapiens,Mus musculus,In vitro,1,far western blotting,physical association,0.51
1326,2,BARD1,CEP126,UniProtQ99728,UniProtQ9P2H0,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1327,2,BARD1,CHD3,UniProtQ99728,UniProtQ12873,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1328,2,BARD1,GIT1,UniProtQ99728,UniProtQ9Y2X7,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1329,2,BARD1,KAT7,UniProtQ99728,UniProtO95251,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1330,2,BARD1,TCERG1,UniProtQ99728,UniProtO14776,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1331,2,CEP126,FEZ1,UniProtQ9P2H0,UniProtQ99689,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1332,2,CEP126,HTT,UniProtQ9P2H0,UniProtP42858,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1333,2,CEP126,KAT5,UniProtQ9P2H0,UniProtQ92993,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1334,2,CEP126,KAT7,UniProtQ9P2H0,UniProtO95251,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1335,2,CHD3,GIT1,UniProtQ12873,UniProtQ9Y2X7,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1336,2,CHD3,HTT,UniProtQ12873,UniProtP42858,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1337,2,CHD3,PRPF40A,UniProtQ12873,UniProtO75400,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1338,2,ECH1,HTT,UniProtQ13011,UniProtP42858,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1339,2,ELP1,HTT,UniProtO95163,UniProtP42858,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1340,2,GADD45G,CEP126,UniProtO95257,UniProtQ9P2H0,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1341,2,GADD45G,KAT5,UniProtO95257,UniProtQ92993,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1342,2,GIT1,CEP126,UniProtQ9Y2X7,UniProtQ9P2H0,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1343,2,GIT1,LRIF1,UniProtQ9Y2X7,UniProtQ5T3J3,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1344,2,MED31,GADD45G,UniProtQ9Y3C7,UniProtO95257,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1345,2,PCM1,Hap1,UniProtQ15154,UniProtP54256,Homo sapiens,Rattus norvegicus (Rat),In vitro,1,pull down,physical association,0.51
1346,2,SP1,HTT,UniProtP08047,UniProtP42858,Homo sapiens,Homo sapiens,Homo sapiens brain,1,anti bait coip,physical association,0.51
1347,2,SUMO2,PIAS4,UniProtP61956,UniProtQ8N2W9,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1348,2,TADA3,PIAS4,UniProtO75528,UniProtQ8N2W9,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.51
1349,2,TAF4,HTT,UniProtO00268,UniProtP42858,Homo sapiens,Homo sapiens,Homo sapiens brain,1,anti bait coip,physical association,0.51
1350,2,DNM1L,ATAD3A,UniProtO00429,UniProtQ9NVI7,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.5
1351,2,DNM1L,ATAD3A,UniProtO00429,UniProtQ9NVI7,Homo sapiens,Homo sapiens,Homo sapiens brain cortex,1,anti bait coip,physical association,0.5
1352,2,Dlg4,ZDHHC17,UniProtQ62108,UniProtQ8IUH5,Mus musculus,Homo sapiens,In vitro,1,fluorescence imaging,colocalization,0.49
1353,2,HTT,MAP1LC3B,UniProtP42858,UniProtQ9GZQ8,Homo sapiens,Homo sapiens,Homo sapiens neuron,1,anti tag coip,association,0.49
1354,2,HTT,MAP1LC3B,UniProtP42858,UniProtQ9GZQ8,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,confocal microscopy,colocalization,0.49
1355,2,SNAP25,ZDHHC17,UniProtP60880,UniProtQ8IUH5,Homo sapiens,Homo sapiens,In vitro,1,fluorescence imaging,colocalization,0.49
1356,2,ZDHHC17,Dlg4,UniProtQ8IUH5,UniProtQ62108,Homo sapiens,Mus musculus,In vitro,1,enzymatic study,palmitoylation,0.49
1357,2,ZDHHC17,SNAP25,UniProtQ8IUH5,UniProtP60880,Homo sapiens,Homo sapiens,In vitro,1,enzymatic study,palmitoylation,0.49
1358,2,ZDHHC17,SNAP25,UniProtQ8IUH5,UniProtP60880,Homo sapiens,Homo sapiens,In vitro,1,enzymatic study,palmitoylation,0.49
1359,2,ZDHHC17,Syt1,UniProtQ8IUH5,UniProtP21707,Homo sapiens,Rattus norvegicus (Rat),In vitro,1,enzymatic study,palmitoylation,0.49
1360,2,ZDHHC17,Syt1,UniProtQ8IUH5,UniProtP21707,Homo sapiens,Rattus norvegicus (Rat),In vitro,1,fluorescence imaging,colocalization,0.49
1361,2,APP,DHCR24,UniProtP05067,UniProtQ15392,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,association,0.46
1362,2,APP,SIGMAR1,UniProtP05067,UniProtQ99720,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,association,0.46
1363,2,ATXN1,SNCA,UniProtP54253,UniProtP37840,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,association,0.46
1364,2,ATXN2,LCP1,UniProtQ99700,UniProtP13796,Homo sapiens,Homo sapiens,Mus musculus brain,1,anti bait coip,physical association,0.46
1365,2,ATXN2,LCP1,UniProtQ99700,UniProtP13796,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,fluorescence imaging,colocalization,0.46
1366,2,ATXN2,PLS3,UniProtQ99700,UniProtP13797,Homo sapiens,Homo sapiens,Mus musculus brain,1,anti bait coip,physical association,0.46
1367,2,ATXN3,HAP1,UniProtP54252-1,UniProtP54257,Homo sapiens,Homo sapiens,Mus musculus albino neuroblastoma cell line neuro 2 a (N2a),1,anti tag coip,physical association,0.46
1368,2,ATXN3,HAP1,UniProtP54252-1,UniProtP54257,Homo sapiens,Homo sapiens,Mus musculus albino neuroblastoma cell line neuro 2 a (N2a),1,fluorescence imaging,colocalization,0.46
1369,2,ATXN3,HAP1,UniProtP54252-1,UniProtP54257,Homo sapiens,Homo sapiens,Mus musculus albino neuroblastoma cell line neuro 2 a (N2a),1,fluorescence imaging,colocalization,0.46
1370,2,ATXN3,HAP1,UniProtP54252-1,UniProtP54257,Homo sapiens,Homo sapiens,Mus musculus albino neuroblastoma cell line neuro 2 a (N2a),1,fluorescence imaging,colocalization,0.46
1371,2,HAP1,ATXN3,UniProtP54257,UniProtP54252-1,Homo sapiens,Homo sapiens,Mus musculus albino neuroblastoma cell line neuro 2 a (N2a),1,anti tag coip,physical association,0.46
1372,2,HAP1,ATXN3,UniProtP54257,UniProtP54252-1,Homo sapiens,Homo sapiens,Mus musculus albino neuroblastoma cell line neuro 2 a (N2a),1,anti tag coip,physical association,0.46
1373,2,Hap1,KLC2,UniProtP54256-2,UniProtQ9H0B6,Rattus norvegicus (Rat),Homo sapiens,In vitro,1,pull down,physical association,0.46
1374,2,PLS3,ATXN2,UniProtP13797,UniProtQ99700,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,fluorescence imaging,colocalization,0.46
1375,2,PSEN1,DHCR24,UniProtP49768,UniProtQ15392,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,association,0.46
1376,2,PSEN1,RPN1,UniProtP49768,UniProtP04843,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,association,0.46
1377,2,PSEN1,SKP1,UniProtP49768,UniProtP63208,Homo sapiens,Homo sapiens,Homo sapiens SH-SY5Y cell,1,anti bait coip,association,0.46
1378,2,"1-phosphatidyl-1d-myo-inositol 4,5-bisphosphate",PLCD1,ChEBICHEBI:18348,UniProtP51178,Chemical synthesis (Chemical synthesis),Homo sapiens,In vitro,1,filter binding,direct interaction,0.44
1379,2,PRPF40A,pptppplpp,UniProtO75400,IntActMINT-7101656,Homo sapiens,Chemical synthesis (Chemical synthesis),In vitro,1,nmr,direct interaction,0.44
1380,2,ZDHHC17,SYT1,UniProtQ8IUH5,UniProtP21579,Homo sapiens,Homo sapiens,In vitro,1,enzymatic study,palmitoylation,0.44
1381,2,HTT,ATG5,UniProtP42858,UniProtQ9H1Y0,Homo sapiens,Homo sapiens,Homo sapiens neuron,1,anti tag coip,association,0.43
1382,2,HTT,Map1lc3b,UniProtP42858,UniProtQ62625,Homo sapiens,Rattus norvegicus (Rat),Rattus norvegicus neuronal cell,1,anti tag coip,association,0.43
1383,2,DCTN1,Hap1,UniProtQ14203,UniProtP54256-2,Homo sapiens,Rattus norvegicus (Rat),In vitro,1,pull down,physical association,0.4
1384,2,GPRASP2,LRIF1,UniProtQ96D09,UniProtQ5T3J3,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.4
1385,2,HTT,ASPH,UniProtP42858,UniProtQ12797,Homo sapiens,Homo sapiens,In vitro,1,pull down,physical association,0.4
1386,2,Htt,BTRC,UniProtP42859,UniProtQ9Y297,Mus musculus,Homo sapiens,Mouse cerebral cortical neuron,1,anti tag coip,physical association,0.4
1387,2,KIF5B,Hap1,UniProtP33176,UniProtP54256,Homo sapiens,Rattus norvegicus (Rat),In vitro,1,pull down,physical association,0.4
1388,2,PRPF40A,AKAP8L,UniProtO75400,UniProtQ9ULX6,Homo sapiens,Homo sapiens,In vitro,1,far western blotting,physical association,0.4
1389,2,DNM1L,hspa1a_hspa1b_human-1,UniProtO00429,IntActEBI-11820565,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1390,2,DNM1L,ATP5F1C,UniProtO00429,UniProtP36542,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1391,2,DNM1L,ATP5MF,UniProtO00429,UniProtP56134,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1392,2,DNM1L,ATP5MG,UniProtO00429,UniProtO75964,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1393,2,DNM1L,ATP5PB,UniProtO00429,UniProtP24539,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1394,2,DNM1L,ATP5PD,UniProtO00429,UniProtO75947,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1395,2,DNM1L,BCKDK,UniProtO00429,UniProtO14874,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1396,2,DNM1L,BCL7C,UniProtO00429,UniProtQ8WUZ0,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1397,2,DNM1L,C1QBP,UniProtO00429,UniProtQ07021,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1398,2,DNM1L,DBT,UniProtO00429,UniProtP11182,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1399,2,DNM1L,DLST,UniProtO00429,UniProtP36957,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1400,2,DNM1L,DNAJA3,UniProtO00429,UniProtQ96EY1,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1401,2,DNM1L,HADHB,UniProtO00429,UniProtP55084,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1402,2,DNM1L,HSPA1L,UniProtO00429,UniProtP34931,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1403,2,DNM1L,HSPA2,UniProtO00429,UniProtP54652,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1404,2,DNM1L,HSPA9,UniProtO00429,UniProtP38646,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1405,2,DNM1L,MAPK1,UniProtO00429,UniProtP28482,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1406,2,DNM1L,PKM,UniProtO00429,UniProtP14618,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1407,2,DNM1L,POLR2E,UniProtO00429,UniProtP19388,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1408,2,DNM1L,PPP2CA,UniProtO00429,UniProtP67775,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1409,2,DNM1L,PRDX3,UniProtO00429,UniProtP30048,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1410,2,DNM1L,PTCD3,UniProtO00429,UniProtQ96EY7,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1411,2,DNM1L,SLC25A5,UniProtO00429,UniProtP05141,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1412,2,DNM1L,TFAM,UniProtO00429,UniProtQ00059,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1413,2,DNM1L,UQCRC2,UniProtO00429,UniProtP22695,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1414,2,DNM1L,VDAC2,UniProtO00429,UniProtP45880,Homo sapiens,Homo sapiens,Homo sapiens IPS induced pluripotent stem cell,1,anti bait coip,association,0.35
1415,2,HTT,Acadl,UniProtP42858,UniProtP51174,Homo sapiens,Mus musculus,In vitro,1,pull down,association,0.35
1416,2,HTT,Aldoa,UniProtP42858,UniProtP05064,Homo sapiens,Mus musculus,In vitro,1,pull down,association,0.35
