interactor_id,disease_id,accession,name,preferred_id,type,species,description
841,3,EBI-2933740,Sptan1,UniProtQ3V1V5,protein,Mus musculus,Spectrin alpha chain; non-erythrocytic 1
842,3,EBI-1183650,Actg1,UniProtQ9QZ83,protein,Mus musculus,
843,3,EBI-774089,Ctnna2,UniProtQ61301,protein,Mus musculus,Catenin alpha-2
844,3,EBI-774322,Ank2,UniProtQ8C8R3,protein,Mus musculus,Ankyrin-2
845,3,EBI-776197,Tmod2,UniProtQ9JKK7,protein,Mus musculus,Tropomodulin-2
846,3,EBI-349121,Dynll1,UniProtP63168,protein,Mus musculus,Dynein light chain 1; cytoplasmic
847,3,EBI-353957,Actb,UniProtP60710,protein,Mus musculus,Actin; cytoplasmic 1
848,3,EBI-400482,Ina,UniProtP46660,protein,Mus musculus,Alpha-internexin
849,3,EBI-2933776,Epb41l2,UniProtQ80UE4,protein,Mus musculus,
850,3,EBI-770040,Myl12b,UniProtQ3THE2,protein,Mus musculus,Myosin regulatory light chain 12B
851,3,EBI-911885,Epb41l3,UniProtQ9WV92,protein,Mus musculus,Band 4.1-like protein 3
852,3,EBI-775991,Trim3,UniProtQ9R1R2,protein,Mus musculus,Tripartite motif-containing protein 3
853,3,EBI-2933693,Bcas1,UniProtQ80YN3,protein,Mus musculus,Breast carcinoma-amplified sequence 1 homolog
854,3,EBI-776048,Dctn2,UniProtQ99KJ8,protein,Mus musculus,Dynactin subunit 2
855,3,EBI-299188,Capza2,UniProtP47754,protein,Mus musculus,F-actin-capping protein subunit alpha-2
856,3,EBI-911063,Sptan1,UniProtP16546,protein,Mus musculus,Spectrin alpha chain; non-erythrocytic 1
857,3,EBI-2933755,Map1lc3a,UniProtQ91VR7,protein,Mus musculus,Microtubule-associated proteins 1A/1B light chain 3A
858,3,EBI-445199,Nefl,UniProtP08551,protein,Mus musculus,Neurofilament light polypeptide
859,3,EBI-397843,Sptbn1,UniProtQ62261,protein,Mus musculus,Spectrin beta chain; non-erythrocytic 1
860,3,EBI-445390,Slc25a22,UniProtQ9D6M3,protein,Mus musculus,Mitochondrial glutamate carrier 1
861,3,EBI-2310175,Slc1a3,UniProtP56564,protein,Mus musculus,Excitatory amino acid transporter 1
862,3,EBI-2642970,Tuba4a,UniProtP68368,protein,Mus musculus,Tubulin alpha-4A chain
863,3,EBI-350896,Tubb5,UniProtP99024,protein,Mus musculus,Tubulin beta-5 chain
864,3,EBI-775948,Slc25a1,UniProtQ8JZU2,protein,Mus musculus,Tricarboxylate transport protein; mitochondrial
865,3,EBI-775592,Srcin1,UniProtQ9QWI6,protein,Mus musculus,SRC kinase signaling inhibitor 1
866,3,EBI-769168,Cltc,UniProtQ68FD5,protein,Mus musculus,Clathrin heavy chain 1
867,3,EBI-911077,Tubb4a,UniProtQ9D6F9,protein,Mus musculus,Tubulin beta-4A chain
868,3,EBI-775229,Ap2b1,UniProtQ9DBG3,protein,Mus musculus,AP-2 complex subunit beta
869,3,EBI-774808,Cntn1,UniProtP12960,protein,Mus musculus,Contactin-1
870,3,EBI-2933886,Tppp,UniProtQ7TQD2,protein,Mus musculus,Tubulin polymerization-promoting protein
871,3,EBI-2310445,Tubb6,UniProtQ922F4,protein,Mus musculus,Tubulin beta-6 chain
872,3,EBI-774911,Ntm,UniProtQ99PJ0,protein,Mus musculus,Neurotrimin
873,3,EBI-348937,Ap1b1,UniProtO35643,protein,Mus musculus,AP-1 complex subunit beta-1
874,3,EBI-767129,Dynll2,UniProtQ9D0M5,protein,Mus musculus,Dynein light chain 2; cytoplasmic
875,3,EBI-775189,Ap2a1,UniProtP17426,protein,Mus musculus,AP-2 complex subunit alpha-1
876,3,EBI-764653,Map1b,UniProtP14873,protein,Mus musculus,Microtubule-associated protein 1B
877,3,EBI-2255594,Tubb3,UniProtQ9ERD7,protein,Mus musculus,Tubulin beta-3 chain
878,3,EBI-2933912,Actr1b,UniProtQ8R5C5,protein,Mus musculus,Beta-centractin
879,3,EBI-774242,Actr1a,UniProtP61164,protein,Mus musculus,Alpha-centractin
880,3,EBI-297703,Ap2m1,UniProtP84091,protein,Mus musculus,AP-2 complex subunit mu
881,3,EBI-769989,Atp6v0d1,UniProtP51863,protein,Mus musculus,V-type proton ATPase subunit d 1
882,3,EBI-299636,Hnrnpa2b1,UniProtO88569,protein,Mus musculus,Heterogeneous nuclear ribonucleoproteins A2/B1
883,3,EBI-772993,Lsamp,UniProtQ8BLK3,protein,Mus musculus,Limbic system-associated membrane protein
884,3,EBI-354350,Rps7,UniProtP62082,protein,Mus musculus,Small ribosomal subunit protein eS7
885,3,EBI-357152,Gnb1,UniProtP62874,protein,Mus musculus,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1
886,3,EBI-771911,Agap2,UniProtQ3UHD9,protein,Mus musculus,Arf-GAP with GTPase; ANK repeat and PH domain-containing protein 2
887,3,EBI-356951,Gnb2,UniProtP62880,protein,Mus musculus,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2
888,3,EBI-2934007,Tfam,UniProtP40630,protein,Mus musculus,Transcription factor A; mitochondrial
889,3,EBI-771526,Caskin1,UniProtQ6P9K8,protein,Mus musculus,Caskin-1
890,3,EBI-494220,Aldoa,UniProtP05064,protein,Mus musculus,Fructose-bisphosphate aldolase A
891,3,EBI-775096,Opcml,UniProtQ6DFY2,protein,Mus musculus,
892,3,EBI-2934036,Rps10,UniProtP63325,protein,Mus musculus,Small ribosomal subunit protein eS10
893,3,EBI-774712,Thy1,UniProtP01831,protein,Mus musculus,Thy-1 membrane glycoprotein
894,3,EBI-397460,Calm1,UniProtP0DP27,protein,Mus musculus,Calmodulin
895,3,EBI-775710,Syp,UniProtQ62277,protein,Mus musculus,Synaptophysin
896,3,EBI-772515,Cnp,UniProtP16330,protein,Mus musculus,2';3'-cyclic-nucleotide 3'-phosphodiesterase
897,3,EBI-769977,Atp6v1a,UniProtP50516,protein,Mus musculus,V-type proton ATPase catalytic subunit A
898,3,EBI-2934077,Atp5mk,UniProtQ78IK2,protein,Mus musculus,ATP synthase membrane subunit K; mitochondrial
899,3,EBI-2934057,H2ac21,UniProtQ64522,protein,Mus musculus,Histone H2A type 2-B
900,3,EBI-2933994,Lactb,UniProtQ9EP89,protein,Mus musculus,Serine beta-lactamase-like protein LACTB; mitochondrial
901,3,EBI-2934776,Gk,UniProtQ64516,protein,Mus musculus,Glycerol kinase
902,3,EBI-1219641,Uqcr10,UniProtQ8R1I1,protein,Mus musculus,Cytochrome b-c1 complex subunit 9
903,3,EBI-444755,Ndufv2,UniProtQ9D6J6,protein,Mus musculus,NADH dehydrogenase [ubiquinone] flavoprotein 2; mitochondrial
904,3,EBI-2934706,Cox7a2l,UniProtQ61387,protein,Mus musculus,Cytochrome c oxidase subunit 7A-related protein; mitochondrial
905,3,EBI-772731,Ndufa9,UniProtQ9DC69,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9; mitochondrial
906,3,EBI-773506,Mtco2,UniProtP00405,protein,Mus musculus,Cytochrome c oxidase subunit 2
907,3,EBI-645974,Vapa,UniProtQ9WV55,protein,Mus musculus,Vesicle-associated membrane protein-associated protein A
908,3,EBI-2934342,Ndufb11,UniProtO09111,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11; mitochondrial
909,3,EBI-2934562,Mtnd4,UniProtP03911,protein,Mus musculus,NADH-ubiquinone oxidoreductase chain 4
910,3,EBI-2934441,Ndufb7,UniProtQ9CR61,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
911,3,EBI-2255646,Ndufb4,UniProtQ9CQC7,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4
912,3,EBI-2934630,Ndufa13,UniProtQ9ERS2,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
913,3,EBI-2934391,Ndufb8,UniProtQ9D6J5,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8; mitochondrial
914,3,EBI-773760,Uqcrc2,UniProtQ9DB77,protein,Mus musculus,Cytochrome b-c1 complex subunit 2; mitochondrial
915,3,EBI-2554307,Rmdn3,UniProtQ3UJU9,protein,Mus musculus,Regulator of microtubule dynamics protein 3
916,3,EBI-2934494,Ndufc2,UniProtQ9CQ54,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 subunit C2
917,3,EBI-2934687,mt-Co1,UniProtQ9MD68,protein,Mus musculus,Cytochrome c oxidase subunit 1
918,3,EBI-2934537,Ndufb5,UniProtQ9CQH3,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5; mitochondrial
919,3,EBI-445322,Stxbp1,UniProtO08599,protein,Mus musculus,Syntaxin-binding protein 1
920,3,EBI-775792,Vapb,UniProtQ9QY76,protein,Mus musculus,Vesicle-associated membrane protein-associated protein B
921,3,EBI-2934359,Ndufs4,UniProtQ9CXZ1,protein,Mus musculus,NADH dehydrogenase [ubiquinone] iron-sulfur protein 4; mitochondrial
922,3,EBI-772722,Ndufa10,UniProtQ99LC3,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10; mitochondrial
923,3,EBI-772758,Ndufs3,UniProtQ9DCT2,protein,Mus musculus,NADH dehydrogenase [ubiquinone] iron-sulfur protein 3; mitochondrial
924,3,EBI-2934656,Ndufa8,UniProtQ9DCJ5,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
925,3,EBI-2934407,Ndufs8,UniProtQ8K3J1,protein,Mus musculus,NADH dehydrogenase [ubiquinone] iron-sulfur protein 8; mitochondrial
926,3,EBI-2934375,Ndufb3,UniProtQ9CQZ6,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
927,3,EBI-2934738,Cox5b,UniProtP19536,protein,Mus musculus,Cytochrome c oxidase subunit 5B; mitochondrial
928,3,EBI-2934674,Cox6c,UniProtQ9CPQ1,protein,Mus musculus,Cytochrome c oxidase subunit 6C
929,3,EBI-773129,Cyc1,UniProtQ9D0M3,protein,Mus musculus,Cytochrome c1; heme protein; mitochondrial
930,3,EBI-2934302,Mtnd5,UniProtP03921,protein,Mus musculus,NADH-ubiquinone oxidoreductase chain 5
931,3,EBI-2934763,Cox6a1,UniProtP43024,protein,Mus musculus,Cytochrome c oxidase subunit 6A1; mitochondrial
932,3,EBI-2934254,Ndufa11,UniProtQ9D8B4,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11
933,3,EBI-2934287,Ndufs5,UniProtQ99LY9,protein,Mus musculus,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5
934,3,EBI-2934615,Ndufa12,UniProtQ7TMF3,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
935,3,EBI-2934811,Samm50,UniProtQ8BGH2,protein,Mus musculus,Sorting and assembly machinery component 50 homolog
936,3,EBI-2934475,mt-Nd2,UniProtP03893,protein,Mus musculus,NADH-ubiquinone oxidoreductase chain 2
937,3,EBI-1219626,Uqcrb,UniProtQ9D855,protein,Mus musculus,Cytochrome b-c1 complex subunit 7
938,3,EBI-772739,Ndufs1,UniProtQ91VD9,protein,Mus musculus,NADH-ubiquinone oxidoreductase 75 kDa subunit; mitochondrial
939,3,EBI-772751,Ndufs2,UniProtQ91WD5,protein,Mus musculus,NADH dehydrogenase [ubiquinone] iron-sulfur protein 2; mitochondrial
940,3,EBI-2934511,Ndufb9,UniProtQ9CQJ8,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
941,3,EBI-2934722,Cox7a2,UniProtP48771,protein,Mus musculus,Cytochrome c oxidase subunit 7A2; mitochondrial
942,3,EBI-1219616,Uqcrfs1,UniProtQ9CR68,protein,Mus musculus,Cytochrome b-c1 complex subunit Rieske; mitochondrial
943,3,EBI-1219646,Uqcrq,UniProtQ9CQ69,protein,Mus musculus,Cytochrome b-c1 complex subunit 8
944,3,EBI-2934751,Cox5a,UniProtP12787,protein,Mus musculus,Cytochrome c oxidase subunit 5A; mitochondrial
945,3,EBI-2934319,Ndufv1,UniProtQ91YT0,protein,Mus musculus,NADH dehydrogenase [ubiquinone] flavoprotein 1; mitochondrial
946,3,EBI-2934268,Mtnd1,UniProtP03888,protein,Mus musculus,NADH-ubiquinone oxidoreductase chain 1
947,3,EBI-2934825,Tomm40,UniProtQ9QYA2,protein,Mus musculus,Mitochondrial import receptor subunit TOM40 homolog
948,3,EBI-2934427,Ndufb6,UniProtQ3UIU2,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6
949,3,EBI-2934595,Ndufa5,UniProtQ9CPP6,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
950,3,EBI-2934580,Ndufb10,UniProtQ9DCS9,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
951,3,EBI-773751,Uqcrc1,UniProtQ9CZ13,protein,Mus musculus,Cytochrome b-c1 complex subunit 1; mitochondrial
952,3,EBI-2934455,Ndufs7,UniProtQ9DC70,protein,Mus musculus,NADH dehydrogenase [ubiquinone] iron-sulfur protein 7; mitochondrial
953,3,EBI-2934524,Ndufa6,UniProtQ9CQZ5,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
954,3,EBI-444578,Vdac2,UniProtQ60930,protein,Mus musculus,Voltage-dependent anion-selective channel protein 2
955,3,EBI-397863,Map2,UniProtP20357,protein,Mus musculus,Microtubule-associated protein 2
956,3,EBI-299577,Vdac1,UniProtQ60932,protein,Mus musculus,Voltage-dependent anion-selective channel protein 1
957,3,EBI-2311348,Kcnab1,UniProtP63143,protein,Mus musculus,Voltage-gated potassium channel subunit beta-1
958,3,EBI-771096,Kcnab2,UniProtP62482,protein,Mus musculus,Voltage-gated potassium channel subunit beta-2
959,3,EBI-2934973,Map7d1,UniProtA2AJI0,protein,Mus musculus,MAP7 domain-containing protein 1
960,3,EBI-2526714,Map4,UniProtP27546,protein,Mus musculus,Microtubule-associated protein 4
961,3,EBI-2255503,Atp5pd,UniProtQ9DCX2,protein,Mus musculus,ATP synthase subunit d; mitochondrial
962,3,EBI-775967,Slc25a3,UniProtQ8VEM8,protein,Mus musculus,Solute carrier family 25 member 3
963,3,EBI-775952,Slc25a13,UniProtQ9QXX4,protein,Mus musculus,Electrogenic aspartate/glutamate antiporter SLC25A13; mitochondrial
964,3,EBI-299894,Slc25a11,UniProtQ9CR62,protein,Mus musculus,Mitochondrial 2-oxoglutarate/malate carrier protein
965,3,EBI-775885,Mtch2,UniProtQ791V5,protein,Mus musculus,Mitochondrial carrier homolog 2
966,3,EBI-445380,Slc25a12,UniProtQ8BH59,protein,Mus musculus,Electrogenic aspartate/glutamate antiporter SLC25A12; mitochondrial
967,3,EBI-772469,Hspa9,UniProtP38647,protein,Mus musculus,Stress-70 protein; mitochondrial
968,3,EBI-774021,Map1a,UniProtQ9QYR6,protein,Mus musculus,Microtubule-associated protein 1A
969,3,EBI-2935000,Tomm22,UniProtQ9CPQ3,protein,Mus musculus,Mitochondrial import receptor subunit TOM22 homolog
970,3,EBI-2935018,Vdac3,UniProtQ5EBQ0,protein,Mus musculus,
971,3,EBI-400878,Stx1a,UniProtO35526,protein,Mus musculus,Syntaxin-1A
972,3,EBI-2255517,Ndufa2,UniProtQ9CQ75,protein,Mus musculus,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
973,3,EBI-494286,Cd47,UniProtQ61735,protein,Mus musculus,Leukocyte surface antigen CD47
974,3,EBI-445002,Phb2,UniProtO35129,protein,Mus musculus,Prohibitin-2
975,3,EBI-2935113,Hk1,UniProtQ6GQU1,protein,Mus musculus,hexokinase
976,3,EBI-444587,Slc1a2,UniProtP43006,protein,Mus musculus,Excitatory amino acid transporter 2
977,3,EBI-771950,Gnao1,UniProtP18872,protein,Mus musculus,Guanine nucleotide-binding protein G(o) subunit alpha
978,3,EBI-529771,Poldip3,UniProtQ8BG81,protein,Mus musculus,Polymerase delta-interacting protein 3
979,3,EBI-2935061,Mgst3,UniProtQ9CPU4,protein,Mus musculus,Glutathione S-transferase 3; mitochondrial
980,3,EBI-299847,Chchd3,UniProtQ9CRB9,protein,Mus musculus,MICOS complex subunit Mic19
981,3,EBI-776087,Immt,UniProtQ8CAQ8,protein,Mus musculus,MICOS complex subunit Mic60
982,3,EBI-444858,Glul,UniProtP15105,protein,Mus musculus,Glutamine synthetase
983,3,EBI-771149,Atp6v0a1,UniProtQ9Z1G4,protein,Mus musculus,V-type proton ATPase 116 kDa subunit a 1
984,3,EBI-772655,Atp6v1b2,UniProtP62814,protein,Mus musculus,V-type proton ATPase subunit B; brain isoform
985,3,EBI-777635,Icam5,UniProtQ60625,protein,Mus musculus,Intercellular adhesion molecule 5
986,3,EBI-457969,Syt2,UniProtP46097,protein,Mus musculus,Synaptotagmin-2
987,3,EBI-298507,Phb1,UniProtP67778,protein,Mus musculus,Prohibitin 1
988,3,EBI-444750,Atp5f1c,UniProtQ91VR2,protein,Mus musculus,ATP synthase subunit gamma; mitochondrial
989,3,EBI-2935050,Atp5pb,UniProtQ9CQQ7,protein,Mus musculus,ATP synthase F(0) complex subunit B1; mitochondrial
990,3,EBI-2935078,Cox6b1,UniProtP56391,protein,Mus musculus,Cytochrome c oxidase subunit 6B1
991,3,EBI-1050853,LRPPRC,UniProtP42704,protein,Homo sapiens,Leucine-rich PPR motif-containing protein; mitochondrial
992,3,EBI-5457558,DHCR24,UniProtQ15392,protein,Homo sapiens,Delta(24)-sterol reductase
993,3,EBI-3248663,SIGMAR1,UniProtQ99720,protein,Homo sapiens,Sigma non-opioid intracellular receptor 1
994,3,EBI-930964,ATXN1,UniProtP54253,protein,Homo sapiens,Ataxin-1
995,3,EBI-307486,SKP1,UniProtP63208,protein,Homo sapiens,S-phase kinase-associated protein 1
996,3,EBI-765729,TBL1XR1,UniProtQ9BZK7,protein,Homo sapiens,F-box-like/WD repeat-containing protein TBL1XR1
997,3,EBI-297277,PSEN1,UniProtP49768,protein,Homo sapiens,Presenilin-1
998,3,EBI-355963,RPN1,UniProtP04843,protein,Homo sapiens,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
999,3,EBI-355453,SFPQ,UniProtP23246,protein,Homo sapiens,Splicing factor; proline- and glutamine-rich
1000,3,EBI-350527,NONO,UniProtQ15233,protein,Homo sapiens,Non-POU domain-containing octamer-binding protein
1001,3,EBI-366233,MAPT,UniProtP10636-8,protein,Homo sapiens,Microtubule-associated protein tau
1002,3,EBI-438527,RPL8,UniProtP62917,protein,Homo sapiens,Large ribosomal subunit protein uL2
1003,3,EBI-3919096,ZSCAN18,UniProtQ8TBC5,protein,Homo sapiens,Zinc finger and SCAN domain-containing protein 18
1004,3,EBI-350523,RPL18A,UniProtQ02543,protein,Homo sapiens,Large ribosomal subunit protein eL20
1005,3,EBI-350806,RPL7,UniProtP18124,protein,Homo sapiens,Large ribosomal subunit protein uL30
1006,3,EBI-356746,RPL14,UniProtP50914,protein,Homo sapiens,Large ribosomal subunit protein eL14
1007,3,EBI-1051893,RPL34,UniProtP49207,protein,Homo sapiens,Large ribosomal subunit protein eL34
1008,3,EBI-352694,RPL18,UniProtQ07020,protein,Homo sapiens,Large ribosomal subunit protein eL18
1009,3,EBI-353383,RPL35A,UniProtP18077,protein,Homo sapiens,Large ribosomal subunit protein eL33
1010,3,EBI-1053664,RPL31,UniProtP62899,protein,Homo sapiens,Large ribosomal subunit protein eL31
1011,3,EBI-389534,COG7,UniProtP83436,protein,Homo sapiens,Conserved oligomeric Golgi complex subunit 7
1012,3,EBI-7756307,DNAJC6,UniProtO75061,protein,Homo sapiens,Putative tyrosine-protein phosphatase auxilin
1013,3,EBI-714039,RPL29,UniProtP47914,protein,Homo sapiens,Large ribosomal subunit protein eL29
1014,3,EBI-1752557,SNX8,UniProtQ9Y5X2,protein,Homo sapiens,Sorting nexin-8
1015,3,EBI-1056348,RPL3,UniProtP39023,protein,Homo sapiens,Large ribosomal subunit protein uL3
1016,3,EBI-354101,RPLP0,UniProtP05388,protein,Homo sapiens,Large ribosomal subunit protein uL10
1017,3,EBI-473886,HIP1,UniProtO00291,protein,Homo sapiens,Huntingtin-interacting protein 1
1018,3,EBI-356849,RPL13,UniProtP26373,protein,Homo sapiens,Large ribosomal subunit protein eL13
1019,3,EBI-353254,RPL23A,UniProtP62750,protein,Homo sapiens,Large ribosomal subunit protein uL23
1020,3,EBI-352813,RPLP2,UniProtP05387,protein,Homo sapiens,Large ribosomal subunit protein P2
1021,3,EBI-354172,RPL7A,UniProtP62424,protein,Homo sapiens,Large ribosomal subunit protein eL8
1022,3,EBI-726937,RPL17,UniProtP18621,protein,Homo sapiens,Large ribosomal subunit protein uL22
1023,3,EBI-2105843,RPL37,UniProtP61927,protein,Homo sapiens,Large ribosomal subunit protein eL37
1024,3,EBI-20798619,MEX3A,UniProtA1L020,protein,Homo sapiens,RNA-binding protein MEX3A
1025,3,EBI-742350,ELOA,UniProtQ14241,protein,Homo sapiens,Elongin-A
1026,3,EBI-356860,RPL10A,UniProtP62906,protein,Homo sapiens,Large ribosomal subunit protein uL1
1027,3,EBI-1044081,FKBP3,UniProtQ00688,protein,Homo sapiens,Peptidyl-prolyl cis-trans isomerase FKBP3
1028,3,EBI-924893,PA2G4,UniProtQ9UQ80,protein,Homo sapiens,Proliferation-associated protein 2G4
1029,3,EBI-20798638,TFG/ALK fusion,UniProtQ8TDJ5,protein,Homo sapiens,Tyrosine-protein kinase receptor
1030,3,EBI-2959697,ABCF2,UniProtQ9UG63,protein,Homo sapiens,ATP-binding cassette sub-family F member 2
1031,3,EBI-5461329,CCDC124,UniProtQ96CT7,protein,Homo sapiens,Coiled-coil domain-containing protein 124
1032,3,EBI-353146,RPL24,UniProtP83731,protein,Homo sapiens,Large ribosomal subunit protein eL24
1033,3,EBI-352760,RPL27,UniProtP61353,protein,Homo sapiens,Large ribosomal subunit protein eL27
1034,3,EBI-2848295,CLIP2,UniProtQ9UDT6,protein,Homo sapiens,CAP-Gly domain-containing linker protein 2
1035,3,EBI-2830764,C19orf53,UniProtQ9UNZ5,protein,Homo sapiens,Leydig cell tumor 10 kDa protein homolog
1036,3,EBI-7851295,RRP36,UniProtQ96EU6,protein,Homo sapiens,Ribosomal RNA processing protein 36 homolog
1037,3,EBI-1047781,MARCKS,UniProtP29966,protein,Homo sapiens,Myristoylated alanine-rich C-kinase substrate
1038,3,EBI-719554,DRG1,UniProtQ9Y295,protein,Homo sapiens,Developmentally-regulated GTP-binding protein 1
1039,3,EBI-357298,NUDC,UniProtQ9Y266,protein,Homo sapiens,Nuclear migration protein nudC
1040,3,EBI-352743,RPL12,UniProtP30050,protein,Homo sapiens,Large ribosomal subunit protein uL11
1041,3,EBI-4400880,GNAS,UniProtQ5JWF2,protein,Homo sapiens,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas
1042,3,EBI-310559,HECTD1,UniProtQ9ULT8,protein,Homo sapiens,E3 ubiquitin-protein ligase HECTD1
1043,3,EBI-745182,TCF25,UniProtQ9BQ70,protein,Homo sapiens,Ribosome quality control complex subunit TCF25
1044,3,EBI-358583,BASP1,UniProtP80723,protein,Homo sapiens,Brain acid soluble protein 1
1045,3,EBI-354921,HSPA5,UniProtP11021,protein,Homo sapiens,Endoplasmic reticulum chaperone BiP
1046,3,EBI-352398,RPL10,UniProtP27635,protein,Homo sapiens,Large ribosomal subunit protein uL16
1047,3,EBI-1057566,HARS1,UniProtP12081,protein,Homo sapiens,Histidine--tRNA ligase; cytoplasmic
1048,3,EBI-1045409,GTF3C5,UniProtQ9Y5Q8,protein,Homo sapiens,General transcription factor 3C polypeptide 5
1049,3,EBI-354380,RPL11,UniProtP62913,protein,Homo sapiens,Large ribosomal subunit protein uL5
